1,51,355,0,106,56,1,0,0.833861
1,50,518,671,87,100,1,0,0.941826
1,49,260,699,88,90,1,0,0.953663
1,48,276,428,121,108,1,0,0.955074
1,47,539,369,122,122,1,0,0.956808
1,46,507,891,107,144,1,0,0.957670
1,42,575,145,120,131,1,0,0.958138
1,41,308,169,127,136,1,0,0.962034
1,40,156,919,132,147,1,0,0.962130
2,51,327,0,145,71,1,0,0.863298
2,50,520,693,89,100,1,0,0.949984
2,49,260,721,89,92,1,0,0.956507
2,48,278,449,121,108,1,0,0.956274
2,47,541,390,124,123,1,0,0.953242
2,46,508,915,107,143,1,0,0.962755
2,42,579,163,122,133,1,0,0.957462
2,41,309,187,129,138,1,0,0.960473
2,40,155,942,135,138,1,0,0.960396
3,81,695,0,40,26,1,0,0.726919
3,51,319,0,152,87,1,0,0.909698
3,50,520,716,88,101,1,0,0.953369
3,49,258,745,90,92,1,0,0.957736
3,48,277,471,122,110,1,0,0.960359
3,47,544,410,125,125,1,0,0.954091
3,46,509,937,106,143,1,0,0.961872
3,42,582,179,122,135,1,0,0.955134
3,41,308,207,131,137,1,0,0.957720
3,40,153,967,136,113,1,0,0.952107
4,51,321,0,155,104,1,0,0.934169
4,50,524,740,88,103,1,0,0.954712
4,49,258,770,91,93,1,0,0.958420
4,48,278,494,122,110,1,0,0.959429
4,47,547,431,125,126,1,0,0.959618
4,46,510,961,106,118,1,0,0.957949
4,42,586,197,126,138,1,0,0.958710
4,41,309,224,133,143,1,0,0.959618
4,40,152,992,139,88,1,0,0.930667
5,51,321,0,154,119,1,0,0.952043
5,50,523,763,90,103,1,0,0.958018
5,49,258,794,90,92,1,0,0.958574
5,48,277,515,123,111,1,0,0.955333
5,47,549,453,126,127,1,0,0.961395
5,46,509,983,108,97,1,0,0.945824
5,42,590,215,126,139,1,0,0.961727
5,41,308,243,135,144,1,0,0.961557
5,40,152,1014,138,66,1,0,0.895205
6,51,318,0,153,135,1,0,0.958079
6,50,521,782,91,105,1,0,0.955194
6,49,255,813,91,93,1,0,0.957273
6,48,274,534,124,114,1,0,0.948599
6,47,547,470,127,130,1,0,0.961511
6,46,507,1002,108,77,1,0,0.918575
6,42,589,232,128,140,1,0,0.956641
6,41,305,259,136,146,1,0,0.961112
6,40,159,1033,131,47,1,0,0.813274
7,87,621,0,135,83,1,0,0.873609
7,51,314,0,154,149,1,0,0.961177
