1,25,355,0,106,56,1,0,0.833861
1,24,518,671,87,100,1,0,0.941826
1,23,260,699,88,90,1,0,0.953663
1,22,276,428,121,108,1,0,0.955074
1,21,539,369,122,122,1,0,0.956808
1,20,507,891,107,144,1,0,0.957670
1,19,575,145,120,131,1,0,0.958138
1,18,308,169,127,136,1,0,0.962034
1,17,156,919,132,147,1,0,0.962130
2,25,327,0,145,71,1,0,0.863298
2,24,520,693,89,100,1,0,0.949984
2,23,260,721,89,92,1,0,0.956507
2,22,278,449,121,108,1,0,0.956274
2,21,541,390,124,123,1,0,0.953242
2,20,508,915,107,143,1,0,0.962755
2,19,579,163,122,133,1,0,0.957462
2,18,309,187,129,138,1,0,0.960473
2,17,155,942,135,138,1,0,0.960396
3,78,695,0,40,26,1,0,0.726919
3,25,319,0,152,87,1,0,0.909698
3,24,520,716,88,101,1,0,0.953369
3,23,258,745,90,92,1,0,0.957736
3,22,277,471,122,110,1,0,0.960359
3,21,544,410,125,125,1,0,0.954091
3,20,509,937,106,143,1,0,0.961872
3,19,582,179,122,135,1,0,0.955134
3,18,308,207,131,137,1,0,0.957720
3,17,153,967,136,113,1,0,0.952107
4,25,321,0,155,104,1,0,0.934169
4,24,524,740,88,103,1,0,0.954712
4,23,258,770,91,93,1,0,0.958420
4,22,278,494,122,110,1,0,0.959429
4,21,547,431,125,126,1,0,0.959618
4,20,510,961,106,118,1,0,0.957949
4,19,586,197,126,138,1,0,0.958710
4,18,309,224,133,143,1,0,0.959618
4,17,152,992,139,88,1,0,0.930667
5,25,321,0,154,119,1,0,0.952043
5,24,523,763,90,103,1,0,0.958018
5,23,258,794,90,92,1,0,0.958574
5,22,277,515,123,111,1,0,0.955333
5,21,549,453,126,127,1,0,0.961395
5,20,509,983,108,97,1,0,0.945824
5,19,590,215,126,139,1,0,0.961727
5,18,308,243,135,144,1,0,0.961557
5,17,152,1014,138,66,1,0,0.895205
6,25,318,0,153,135,1,0,0.958079
6,24,521,782,91,105,1,0,0.955194
6,23,255,813,91,93,1,0,0.957273
6,22,274,534,124,114,1,0,0.948599
6,21,547,470,127,130,1,0,0.961511
6,20,507,1002,108,77,1,0,0.918575
6,19,589,232,128,140,1,0,0.956641
6,18,305,259,136,146,1,0,0.961112
6,17,159,1033,131,47,1,0,0.813274
7,86,621,0,135,83,1,0,0.873609
7,25,314,0,154,149,1,0,0.961177
7,24,520,796,90,105,1,0,0.953280
7,23,252,828,92,95,1,0,0.958616
7,22,272,548,123,113,1,0,0.955215
7,21,545,484,128,129,1,0,0.956513
7,20,509,1016,92,64,1,0,0.860418
7,19,586,245,129,140,1,0,0.958408
7,18,301,273,136,147,1,0,0.960190
7,17,168,1048,127,32,1,0,0.665444
8,86,617,0,146,95,1,0,0.904467
8,25,307,0,157,161,1,0,0.962750
8,24,518,808,89,106,1,0,0.957050
8,23,250,841,91,94,1,0,0.954727
8,22,268,562,124,113,1,0,0.952503
8,21,543,497,127,130,1,0,0.953263
8,20,502,1029,103,51,1,0,0.780201
8,19,582,258,130,140,1,0,0.954189
8,18,296,287,138,147,1,0,0.961674
9,86,616,0,135,105,1,0,0.921523
9,25,306,9,156,166,1,0,0.953835
9,24,517,822,90,106,1,0,0.950470
9,23,249,856,91,93,1,0,0.956201
9,22,266,576,124,115,1,0,0.957052
9,21,539,511,130,131,1,0,0.958540
9,20,491,1043,114,37,1,0,0.676538
9,19,581,271,130,141,1,0,0.956418
9,18,295,301,136,148,1,0,0.959684
10,86,613,0,150,117,1,0,0.935268
10,25,305,20,155,166,1,0,0.956698
10,24,517,836,89,107,1,0,0.956807
10,23,248,872,92,93,1,0,0.948003
10,22,265,590,124,115,1,0,0.955467
10,21,539,525,130,130,1,0,0.952017
10,20,476,1056,128,24,1,0,0.527228
10,19,580,283,131,143,1,0,0.954650
10,18,292,315,138,148,1,0,0.960603
11,86,613,0,160,131,1,0,0.949773
11,25,302,34,156,166,1,0,0.953607
11,24,515,850,90,107,1,0,0.948832
11,23,248,886,91,94,1,0,0.952708
11,22,264,604,125,116,1,0,0.956436
11,21,539,537,130,132,1,0,0.958653
11,19,579,296,130,143,1,0,0.953962
11,18,291,331,138,147,1,0,0.958049
12,86,612,0,161,144,1,0,0.954363
12,25,300,50,158,165,1,0,0.955814
12,24,517,863,91,106,1,0,0.957305
12,23,249,899,91,92,1,0,0.948595
12,22,264,618,125,111,1,0,0.957042
12,21,539,551,130,132,1,0,0.952482
12,19,579,310,132,142,1,0,0.954029
12,18,291,346,138,147,1,0,0.963867
13,86,611,0,163,157,1,0,0.961537
13,25,299,60,159,168,1,0,0.953821
13,24,517,875,92,105,1,0,0.949248
13,23,249,912,92,93,1,0,0.951129
13,22,263,631,126,111,1,0,0.955131
13,21,539,564,131,132,1,0,0.958554
13,19,580,322,130,143,1,0,0.955465
13,18,291,359,138,147,1,0,0.958777
14,86,611,0,162,167,1,0,0.961351
14,25,298,71,159,168,1,0,0.956409
14,24,517,886,90,105,1,0,0.951600
14,23,248,923,92,93,1,0,0.947593
14,22,262,642,125,115,1,0,0.956658
14,21,538,574,130,131,1,0,0.955938
14,19,579,333,130,142,1,0,0.960193
14,18,289,370,137,148,1,0,0.959781
15,86,607,0,163,178,1,0,0.964119
15,25,294,82,160,171,1,0,0.956393
15,24,514,895,91,106,1,0,0.950103
15,23,247,933,90,94,1,0,0.940224
15,22,259,652,126,118,1,0,0.954600
15,21,536,584,130,131,1,0,0.956691
15,19,576,344,131,141,1,0,0.955657
15,18,286,380,138,150,1,0,0.958213
16,86,605,2,164,186,1,0,0.959761
16,25,291,91,159,170,1,0,0.961892
16,24,513,903,92,107,1,0,0.953126
16,23,245,943,91,93,1,0,0.947467
16,22,258,661,125,119,1,0,0.958131
16,21,534,594,130,131,1,0,0.961916
16,19,574,354,130,141,1,0,0.956276
16,18,284,390,137,149,1,0,0.963223
17,86,603,14,163,185,1,0,0.950769
17,25,290,101,158,169,1,0,0.959061
17,24,511,913,90,106,1,0,0.958166
17,23,243,953,91,94,1,0,0.950924
17,22,255,672,126,114,1,0,0.956422
17,21,532,604,131,131,1,0,0.957392
17,19,571,363,132,142,1,0,0.957637
17,18,283,399,137,150,1,0,0.961975
18,86,597,29,163,183,1,0,0.960464
18,25,286,118,157,168,1,0,0.962305
18,24,508,926,92,107,1,0,0.952760
18,23,241,966,91,94,1,0,0.948150
18,22,254,685,125,117,1,0,0.960020
18,21,528,617,131,132,1,0,0.957732
18,19,567,376,130,142,1,0,0.961604
18,18,278,415,138,148,1,0,0.961048
19,86,589,46,161,184,1,0,0.959575
19,25,278,139,157,167,1,0,0.958884
19,24,506,943,92,107,1,0,0.954268
19,23,238,984,91,96,1,0,0.955884
19,22,250,704,124,115,1,0,0.959762
19,21,524,634,130,132,1,0,0.961094
19,19,561,394,129,141,1,0,0.957663
19,18,273,434,137,151,1,0,0.961675
20,86,585,64,160,185,1,0,0.960663
20,25,274,158,157,166,1,0,0.957891
20,24,503,963,93,107,1,0,0.952665
20,23,238,1005,90,75,1,0,0.936196
20,22,246,724,126,115,1,0,0.951950
20,21,520,654,131,132,1,0,0.960046
20,19,558,415,129,140,1,0,0.957979
20,18,270,454,137,150,1,0,0.964179
21,86,574,190,162,180,1,0,0.962639
21,25,264,279,157,162,1,0,0.962109
21,22,236,833,122,113,1,0,0.959179
21,21,508,766,127,134,1,0,0.963007
21,19,545,530,128,141,1,0,0.961121
21,18,258,570,136,149,1,0,0.960048
22,86,564,206,164,178,1,0,0.960036
22,25,256,296,157,162,1,0,0.962025
22,22,231,847,123,120,1,0,0.960387
22,21,501,779,129,133,1,0,0.958337
22,19,539,545,128,141,1,0,0.960574
22,18,252,587,135,147,1,0,0.960609
23,86,558,218,161,178,1,0,0.964885
23,25,251,311,156,161,1,0,0.957343
23,22,229,861,121,112,1,0,0.957769
23,21,499,790,130,132,1,0,0.959882
23,19,534,556,128,139,1,0,0.960227
23,18,248,599,136,147,1,0,0.960938
24,112,309,10,150,154,1,0,0.960673
24,86,549,229,162,177,1,0,0.954000
24,25,243,325,157,159,1,0,0.962299
24,22,227,871,121,116,1,0,0.959495
24,21,495,800,130,133,1,0,0.961096
24,19,528,567,128,139,1,0,0.959561
24,18,243,612,136,147,1,0,0.962168
25,112,297,27,150,156,1,0,0.962825
25,86,540,244,161,176,1,0,0.963201
25,25,236,341,156,159,1,0,0.957472
25,22,223,886,122,112,1,0,0.956445
25,21,491,814,130,133,1,0,0.962457
25,19,521,580,128,141,1,0,0.958539
25,18,238,628,135,146,1,0,0.961475
26,121,586,0,119,60,1,0,0.879290
26,112,290,48,148,153,1,0,0.960059
26,86,533,262,158,177,1,0,0.958171
26,25,229,361,155,158,1,0,0.959156
26,22,221,905,120,119,1,0,0.952850
26,21,488,831,129,133,1,0,0.959527
26,19,517,599,127,140,1,0,0.960424
26,18,234,647,133,148,1,0,0.962523
27,121,578,0,133,81,1,0,0.929593
27,112,282,72,149,152,1,0,0.960751
27,86,528,284,157,177,1,0,0.960335
27,25,224,383,155,157,1,0,0.960696
27,22,217,926,120,115,1,0,0.959354
27,21,483,853,128,133,1,0,0.956468
27,19,511,620,128,141,1,0,0.964707
27,18,229,669,135,148,1,0,0.962928
28,121,570,0,129,106,1,0,0.954803
28,112,275,96,149,154,1,0,0.962548
28,86,520,309,157,176,1,0,0.957015
28,25,217,410,155,156,1,0,0.958935
28,22,214,947,119,116,1,0,0.956525
28,21,479,874,127,135,1,0,0.962946
28,19,505,643,127,141,1,0,0.965717
28,18,224,692,134,148,1,0,0.962002
29,121,561,0,129,128,1,0,0.960594
29,112,265,122,150,151,1,0,0.961632
29,86,513,332,157,176,1,0,0.966730
29,25,213,434,153,154,1,0,0.961477
29,22,211,969,119,111,1,0,0.962070
29,21,474,895,130,133,1,0,0.962241
29,19,500,665,126,141,1,0,0.958645
29,18,220,716,134,147,1,0,0.964003
30,121,552,0,130,149,1,0,0.961871
30,112,258,142,150,155,1,0,0.962386
30,86,508,354,155,173,1,0,0.964772
30,25,207,455,152,155,1,0,0.958973
30,22,210,990,118,90,1,0,0.950149
30,21,471,914,129,133,1,0,0.956940
30,19,496,685,126,141,1,0,0.962411
30,18,216,737,134,146,1,0,0.962312
31,121,545,13,130,158,1,0,0.961806
31,112,251,167,152,156,1,0,0.961868
31,86,502,375,154,173,1,0,0.962788
31,25,203,477,151,153,1,0,0.962619
31,22,207,1008,119,72,1,0,0.926186
31,21,470,932,129,135,1,0,0.962763
31,19,493,705,126,141,1,0,0.964938
31,18,214,757,132,148,1,0,0.965511
32,121,539,38,128,157,1,0,0.962334
32,112,247,192,150,154,1,0,0.962237
32,86,498,398,153,170,1,0,0.961802
32,25,201,500,151,152,1,0,0.963877
32,22,202,1028,124,52,1,0,0.865160
32,21,467,951,129,129,1,0,0.963948
32,19,489,724,125,141,1,0,0.960469
32,18,211,779,133,147,1,0,0.961915
33,121,535,62,127,156,1,0,0.961657
33,112,244,216,150,154,1,0,0.964270
33,86,494,421,154,170,1,0,0.958119
33,25,198,523,152,151,1,0,0.958825
33,22,220,1049,104,31,1,0,0.768474
33,21,466,972,127,108,1,0,0.963793
33,19,487,745,125,140,1,0,0.956519
33,18,210,800,133,148,1,0,0.961179
34,121,531,87,127,155,1,0,0.961660
34,112,241,241,149,152,1,0,0.963202
34,86,490,443,153,169,1,0,0.963292
34,25,194,544,152,152,1,0,0.960277
34,21,463,992,128,88,1,0,0.937930
34,19,484,767,124,141,1,0,0.957219
34,18,208,822,133,148,1,0,0.965107
35,136,258,0,125,113,1,0,0.955031
35,121,524,111,128,154,1,0,0.958315
35,112,236,267,149,149,1,0,0.961983
35,86,486,465,152,169,1,0,0.962418
35,25,190,565,152,153,1,0,0.959160
35,21,460,1009,129,70,1,0,0.906203
35,19,481,787,123,142,1,0,0.961031
35,18,204,844,134,148,1,0,0.962099
36,136,251,0,133,142,1,0,0.959255
36,121,518,138,127,153,1,0,0.961748
36,112,231,291,149,150,1,0,0.962037
36,86,482,488,153,167,1,0,0.960345
36,25,188,590,150,148,1,0,0.960801
36,21,460,1028,125,52,1,0,0.764859
36,19,478,807,123,141,1,0,0.961385
36,18,202,865,134,149,1,0,0.961089
37,136,246,100,128,159,1,0,0.955569
37,121,504,253,125,143,1,0,0.957912
37,112,227,398,146,143,1,0,0.959392
37,86,471,585,149,162,1,0,0.964317
37,25,184,685,148,147,1,0,0.960700
37,19,471,896,120,143,1,0,0.960803
37,18,196,956,133,124,1,0,0.954026
38,136,246,124,129,159,1,0,0.954399
38,121,503,278,123,140,1,0,0.960500
38,112,225,420,146,141,1,0,0.957627
38,86,470,605,148,160,1,0,0.960025
38,25,184,705,146,146,1,0,0.957609
38,19,469,916,121,142,1,0,0.958128
38,18,196,975,135,104,1,0,0.944929
39,136,245,151,126,156,1,0,0.955722
39,121,502,301,120,140,1,0,0.960088
39,112,226,443,145,142,1,0,0.961069
39,86,469,626,147,161,1,0,0.961690
39,25,182,726,148,146,1,0,0.960343
39,19,469,935,121,144,1,0,0.964023
39,18,220,998,107,82,1,0,0.889916
40,145,517,101,116,117,1,0,0.952477
40,136,248,179,126,154,1,0,0.954907
40,121,503,327,120,138,1,0,0.958985
40,112,227,468,144,140,1,0,0.961107
40,86,471,649,146,160,1,0,0.964287
40,25,185,750,147,145,1,0,0.960977
40,19,470,958,119,122,1,0,0.956948
40,18,223,1019,89,61,1,0,0.756961
41,145,517,131,114,116,1,0,0.952890
41,136,249,210,125,154,1,0,0.958567
41,121,502,355,120,137,1,0,0.958789
41,112,229,494,144,139,1,0,0.963510
41,86,471,675,146,160,1,0,0.961727
41,25,185,774,147,146,1,0,0.960566
41,19,470,983,118,97,1,0,0.946227
41,18,202,1045,134,35,1,0,0.565343
42,150,255,0,148,128,1,0,0.962588
42,145,517,161,114,114,1,0,0.953653
42,136,250,239,125,152,1,0,0.960988
42,121,502,383,119,136,1,0,0.959353
42,112,229,521,143,139,1,0,0.964477
42,86,471,701,145,160,1,0,0.961319
42,25,185,800,146,147,1,0,0.960174
42,19,471,1007,120,73,1,0,0.890400
43,150,256,18,148,142,1,0,0.961213
43,145,517,192,113,113,1,0,0.956388
43,136,251,271,124,148,1,0,0.961233
43,121,501,414,120,134,1,0,0.960717
43,112,229,549,143,139,1,0,0.963649
43,86,470,730,146,158,1,0,0.962854
43,25,185,827,146,147,1,0,0.960801
43,19,465,1036,122,44,1,0,0.697319
44,150,254,49,148,142,1,0,0.960080
44,145,515,223,115,111,1,0,0.957592
44,136,250,301,120,149,1,0,0.957156
44,121,500,443,119,133,1,0,0.959784
44,112,228,577,143,141,1,0,0.960531
44,86,469,758,146,158,1,0,0.960699
44,25,183,856,146,145,1,0,0.961342
45,157,530,0,137,111,1,0,0.956305
45,150,251,79,148,138,1,0,0.960669
45,145,512,249,113,112,1,0,0.957367
45,136,246,329,123,147,1,0,0.956532
45,121,498,469,119,131,1,0,0.957576
45,112,225,603,144,140,1,0,0.961520
45,86,465,784,145,159,1,0,0.959778
45,25,180,881,146,145,1,0,0.963526
46,157,522,0,138,134,1,0,0.963833
46,150,243,102,149,140,1,0,0.962639
46,145,506,270,114,112,1,0,0.955144
46,136,242,351,122,148,1,0,0.958226
46,121,492,488,120,131,1,0,0.959239
46,112,220,624,143,138,1,0,0.959650
46,86,462,802,146,162,1,0,0.961278
46,25,176,902,147,145,1,0,0.958042
47,157,517,20,138,137,1,0,0.957136
47,150,240,127,148,136,1,0,0.959761
47,145,502,290,115,111,1,0,0.955719
47,136,238,372,123,145,1,0,0.958942
47,121,489,507,121,129,1,0,0.957287
47,112,219,641,142,136,1,0,0.959112
47,86,462,818,145,159,1,0,0.960206
47,25,177,917,146,147,1,0,0.961211
48,157,517,38,137,137,1,0,0.961756
48,150,241,142,147,140,1,0,0.961304
48,145,501,308,116,110,1,0,0.959031
48,136,240,389,124,145,1,0,0.955968
48,121,490,524,119,128,1,0,0.957402
48,112,220,658,143,138,1,0,0.960820
48,86,462,833,146,161,1,0,0.962293
48,25,176,931,147,147,1,0,0.957840
49,157,518,56,137,136,1,0,0.961273
49,150,244,162,147,135,1,0,0.962752
49,145,504,324,112,110,1,0,0.956477
49,136,242,405,122,144,1,0,0.957742
49,121,491,538,119,128,1,0,0.961343
49,112,222,671,142,139,1,0,0.960813
49,86,463,848,146,160,1,0,0.961985
49,25,179,946,146,133,1,0,0.954091
50,157,519,74,136,135,1,0,0.955804
50,150,245,180,147,135,1,0,0.962088
50,145,504,339,113,110,1,0,0.957216
50,136,242,421,121,144,1,0,0.956457
50,121,491,554,121,127,1,0,0.958697
50,112,222,686,142,138,1,0,0.960230
50,86,463,863,145,160,1,0,0.960331
50,25,178,957,146,123,1,0,0.945035
51,157,514,90,137,135,1,0,0.959458
51,150,241,197,146,135,1,0,0.959727
51,145,500,355,112,110,1,0,0.957783
51,136,239,438,119,141,1,0,0.956077
51,121,488,568,121,127,1,0,0.961974
51,112,219,702,142,137,1,0,0.962614
51,86,460,877,145,162,1,0,0.958132
51,25,175,971,146,109,1,0,0.923560
52,157,508,107,137,133,1,0,0.954980
52,150,234,215,147,133,1,0,0.961035
52,145,494,371,113,110,1,0,0.957505
52,136,234,455,119,142,1,0,0.958573
52,121,484,583,120,127,1,0,0.953823
52,112,216,718,141,135,1,0,0.960930
52,86,458,891,144,161,1,0,0.957427
52,25,174,980,146,100,1,0,0.879051
53,174,237,5,148,161,1,0,0.959548
53,157,493,205,135,133,1,0,0.960456
53,150,224,315,145,133,1,0,0.960076
53,145,483,466,111,111,1,0,0.955591
53,136,224,554,118,145,1,0,0.958621
53,121,475,678,119,122,1,0,0.958219
53,112,208,813,142,137,1,0,0.959761
53,86,452,982,144,98,1,0,0.937519
54,174,233,30,147,159,1,0,0.959553
54,157,491,230,135,131,1,0,0.962647
54,150,220,338,146,132,1,0,0.967865
54,145,481,486,111,113,1,0,0.953866
54,136,222,577,119,142,1,0,0.961902
54,121,474,698,119,121,1,0,0.958231
54,112,207,833,141,136,1,0,0.952964
54,86,450,1001,146,79,1,0,0.910473
55,174,230,53,149,159,1,0,0.960288
55,157,489,253,135,129,1,0,0.958427
55,150,218,360,147,133,1,0,0.964519
55,145,480,508,111,112,1,0,0.955060
55,136,221,599,118,142,1,0,0.957641
55,121,473,720,118,120,1,0,0.957967
55,112,206,855,141,136,1,0,0.955159
55,86,462,1005,134,75,1,0,0.794330
56,184,500,0,131,96,1,0,0.950382
56,174,230,76,148,160,1,0,0.963662
56,157,489,272,134,131,1,0,0.959129
56,150,219,381,145,132,1,0,0.961128
56,145,481,529,110,112,1,0,0.955966
56,136,222,620,117,142,1,0,0.962266
56,121,472,740,119,121,1,0,0.959054
56,112,206,874,141,138,1,0,0.958021
56,86,461,1044,137,36,1,0,0.526039
57,184,499,0,130,116,1,0,0.959541
